x1 x2
-0.519813564766905 0.171443303146763
-0.502681203562347 -0.13286146618805
-0.426552889547166 -0.260813708376232
-0.499372156125238 0.152723566354596
-0.278282102449164 -0.286800141608995
-0.252527996655446 0.285649909748467
-0.248215850946722 0.327036880142516
-0.268083349715417 0.332873035532741
-0.325780757209264 -0.204924998544036
-0.504189621836872 -0.155009699770278
-0.498679228711069 0.202856053232787
-0.552451278669271 0.068108152308571
-0.597795326318509 -0.00993037535381382
-0.315855731670874 -0.231129847609761
-0.504041596804319 0.171543504812614
-0.487888091218625 0.181182552246227
-0.584261530898181 0.0660938206062316
-0.593194808914208 -0.0516773628311351
-0.5833053238774 -0.10054796585869
-0.312306194198843 0.254972713589877
-0.590501731451411 -0.0840401831271854
-0.469349583652313 -0.220135343790799
-0.438242559037935 -0.144058818901141
-0.58960965142529 0.0313838396294231
-0.362800933388941 -0.184160904248596
-0.452739046362957 -0.214484621828884
-0.328383117168068 -0.251441679940704
-0.395611706334159 -0.22861839927469
-0.495357342001977 -0.0543622006408968
-0.595384371152502 0.0963997550126659
-0.557927424813881 -0.0137208177146744
-0.539270468195065 0.0876217140491383
-0.598148255421778 0.0057076333967787
-0.269417793613925 0.311932538347092
-0.561215942565027 -0.0891930835729802
-0.568444429577795 0.0958969376044133
-0.433389093925893 -0.250951804057836
-0.297138742169652 0.244334213770372
-0.57724807171019 0.0412941946917961
-0.599802368353718 -0.0223959133964372
-0.519192417199363 0.14463640516473
-0.0801864352330952 -0.746472587336742
-0.0973187964376527 -0.463364719030929
-0.173447110452834 -0.410162169034852
-0.100627843874762 -0.699418435836526
-0.321717897550836 -0.320486350797142
-0.347472003344554 -0.895109228620849
-0.351784149053278 -0.961736522170764
-0.331916650284583 -0.830622736076712
-0.274219242790736 -0.339485964811852
-0.0958103781631283 -0.478428328571954
-0.101320771288931 -0.750516502877971
-0.0475487213307292 -0.773742505032461
-0.00220467368149091 -0.532609545912633
-0.284144268329126 -0.351114866622386
-0.0959584031956812 -0.67048772950047
-0.112111908781375 -0.774692321092522
-0.0157384691018186 -0.732866405447718
-0.00680519108579214 -0.593716981229723
-0.0166946761225997 -0.597382544163702
-0.287693805801157 -0.873215902533013
-0.00949826854858848 -0.619381308454418
-0.130650416347687 -0.36588536184827
-0.161757440962065 -0.419648920350881
-0.0103903485747102 -0.730684343150771
-0.237199066611059 -0.371620700347985
-0.147260953637043 -0.34570452068231
-0.271616882831932 -0.368555397006572
-0.204388293665841 -0.375854895139354
-0.104642657998023 -0.466065636452354
-0.00461562884749789 -0.628737988592037
-0.0420725751861191 -0.565041735687673
-0.0607295318049353 -0.749498332827294
-0.00185174457822201 -0.607945422507008
-0.330582206386075 -0.867394947598324
-0.038784057434973 -0.389801476868624
-0.0315555704222051 -0.603134996905575
-0.166610906074107 -0.326674493875921
-0.302861257830348 -0.886045407433534
-0.0227519282898098 -0.633187265458781
-0.000197631646281837 -0.603377900407585
-0.0808075828006367 -0.772361038424143
-0.519813564766905 0.171443303146763
-0.502681203562347 -0.13286146618805
-0.426552889547166 -0.260813708376232
-0.499372156125238 0.152723566354596
-0.278282102449164 -0.286800141608995
-0.252527996655446 0.285649909748467
-0.248215850946722 0.327036880142516
-0.268083349715417 0.332873035532741
-0.325780757209264 -0.204924998544036
-0.504189621836872 -0.155009699770278
-0.498679228711069 0.202856053232787
-0.552451278669271 0.068108152308571
-0.597795326318509 -0.00993037535381382
-0.315855731670874 -0.231129847609761
-0.504041596804319 0.171543504812614
-0.487888091218625 0.181182552246227
-0.584261530898181 0.0660938206062316
-0.593194808914208 -0.0516773628311351
-0.5833053238774 -0.10054796585869
-0.312306194198843 0.254972713589877
-0.590501731451411 -0.0840401831271854
-0.469349583652313 -0.220135343790799
-0.438242559037935 -0.144058818901141
-0.58960965142529 0.0313838396294231
-0.362800933388941 -0.184160904248596
-0.452739046362957 -0.214484621828884
-0.328383117168068 -0.251441679940704
