0,1
100.3694854,91.72372767
118.6708303,49.4049496
106.3039714,54.86919402
99.93715013,91.3538684
86.60202793,84.49551912
111.0483524,76.31108668
88.13459324,28.01815098
138.0950301,93.5586091
146.0029037,77.13930396
82.17856707,99.90776053
127.0897542,31.95586437
98.17844117,89.45008459
102.4849017,32.99943477
141.8156302,69.24476514
47.8139664,29.90559863
49.58422297,87.84065835
42.22402372,84.5855167
131.588183,65.52805909
125.5972426,52.57466378
135.7013363,25.53335964
147.6480176,75.79430185
127.9074421,56.28341461
90.76272985,77.76444796
125.8582094,89.31058607
53.01018685,98.0417204
110.3913123,88.46426739
55.76886161,20.93712673
143.9135809,48.79824516
97.40331539,78.39924499
85.6128134,33.73037418
69.10111733,61.6829285
125.1657058,24.34703907
90.17653654,35.99972199
102.5277344,21.48174356
42.06687805,83.49581627
107.9399047,37.91397504
107.3305295,47.62813446
107.8627397,94.24650348
143.8122886,76.35315215
115.0002329,22.54711436
79.54586906,33.17553252
88.07351492,69.71827212
116.7394316,66.17828709
46.62480188,39.03142571
113.3443387,94.73711983
113.7701657,69.11727648
63.14208172,62.85062424
54.18189274,67.19279811
74.6971186,78.40976236
80.0081848,44.95559964
102.7216447,51.85768498
88.24616648,36.78749992
148.7211222,34.89544047
51.22492918,95.5497912
62.97644317,79.1640636
57.74404697,59.23670469
111.8419158,38.19317024
67.86207628,40.34851854
91.29418501,24.64233283
66.88681512,54.75333004
57.4866542,44.94367056
52.14126553,75.70747911
112.1962548,50.22014714
55.20012465,34.3682942
61.62405978,21.97429827
80.55976877,25.37997052
130.3092553,74.35142188
50.68114034,56.29574756
132.1739398,62.92633689
50.57082487,91.73370344
147.4105412,99.22711579
91.55163218,37.35175875
147.4437197,73.04625625
106.5330072,41.06579014
121.3189937,21.65207996
44.31065715,80.67029231
71.10876588,45.60137207
53.22162173,50.67711153
72.57542173,67.06536908
53.06004908,86.48387642
74.97814973,70.31854749
85.5689294,89.81205244
47.0562246,41.88336279
116.1719331,83.84374671
102.32616,34.85087554
69.192844,96.22333256
97.55728588,74.99906211
50.33345618,37.24061417
103.3541145,95.78964724
142.2225817,78.46846454
75.04258477,40.31533141
113.4151418,37.06495819
54.49776486,61.45605711
118.7959925,22.05301744
71.83467022,36.59760604
60.15104982,53.9748375
104.5164228,49.93359843
42.21183008,57.08603395
131.1834032,42.2102965
40.51650238,66.94274772
114.559819,89.10844847
69.70087705,29.40254848
120.8713424,61.39032857
145.84074,30.56544851
67.36284579,77.3487745
103.3773068,51.68477622
105.1246124,65.23370495
102.9477096,34.6623869
64.53897959,31.58782075
144.8023913,59.04450245
89.18379165,48.44901903
133.104954,95.23455562
116.9427203,81.2260203
72.71806459,79.89308959
129.5177602,92.29757918
83.61563149,26.67379484
136.9213517,64.17539759
103.940016,66.75808552
136.9908898,96.95491028
116.1784749,43.37180214
119.7779708,39.26630239
95.14568201,28.02351538
145.1691998,21.31437037
110.8389219,94.36234534
86.62405534,73.59332373
106.7032536,82.81223296
42.11125181,42.53840846
73.17322983,66.91281329
112.6190891,25.11642129
